Date,SecuritiesCompanyCode,CompanyName,Capitals,ClosePrice,SecuritiesIndustryCode
1150608,6179,亞通,177324,22.80,其他
1150608,6180,橘子,175493,43.90,文化創意業
1150608,6182,合晶,593641,80.00,半導體業
1150608,6185,幃翔,149867,13.90,電子零組件業
1150608,6186,新潤,194907,40.20,建材營造
1150608,6187,萬潤,98193,1080.00,半導體業
1150608,6188,廣明,278358,79.40,電腦及週邊設備業
1150608,6190,萬泰科,187651,76.80,通信網路業
1150608,6194,育富,48000,32.40,電子零組件業
1150608,6195,詩肯,50192,25.90,居家生活
1150608,6198,瑞築,171400,20.65,建材營造
1150608,6199,天品,61760,94.00,其他
1150608,6203,海韻電,82401,69.20,電子零組件業
1150608,6204,艾華,23102,101.50,電子零組件業
1150608,6207,雷科,79761,130.50,電子零組件業
1150608,6208,日揚,94462,79.70,半導體業
1150608,6210,慶生,35048,20.75,電子零組件業
1150608,6212,理銘,102000,28.20,建材營造
1150608,6217,中探針,117210,229.00,電子零組件業
1150608,6218,豪勉,64262,33.40,通信網路業
1150608,6219,富旺,124967,12.80,建材營造
1150608,6220,岳豐,146462,32.50,電子零組件業
1150608,6221,晉泰,168601,24.00,資訊服務業
1150608,6222,立軒,95688,20.50,光電業
1150608,6223,旺矽,97981,5515.00,半導體業
1150608,6227,茂綸,76111,126.50,電子通路業
1150608,6228,全譜,26000,19.55,電腦及週邊設備業
1150608,6229,研通,40360,25.35,半導體業
1150608,6231,系微,45652,295.50,資訊服務業
1150608,6233,旺玖,81021,23.80,半導體業
1150608,6234,高僑,100386,43.50,光電業
1150608,6236,中湛,41654,18.40,數位雲端
1150608,6237,驊訊,79645,46.25,半導體業
1150608,6240,松崗,22867,18.40,資訊服務業
1150608,6241,鑫永洋,48700,9.96,通信網路業
